article;publication_date;location;latitude;longitude;country;continent;admin1;admin2;geonames_class;geonames_code;label;confidence;user_label;dates;diseases;species;cases;symptoms;keywords;url;source;article_user_label;rss_feed;rss_feed_reliability
"38c5b68958";"2016-09-02";"Armenia";"6.166670";"-75.833328";"Colombia";"South America";"Antioquia";"05059";"A";"ADM2";"correct";"0.975";"";"2016-09-02";"African swine fever";"Porcine";"'*NL* 18:06 , 2 September , 2016YEREVAN'";"Fever";"dissemination";"http://news.google.com/news/url?sa=t&fd=R&ct2=us&usg=AFQjCNEYRiv8Vpakd8HTKI1-pUbU2zVXRA&clid=c3a7d30bb8a4878e06b80cf16b898331&ei=lHLKV5jcMvL4zAa5nJDwAg&url=https://armenpress.am/eng/news/859122/state-service-for-food-safety-of-armenia-bans-pork-imports-from-ukraine.html";"Armenpress.am";"";"https://news.google.com/news/feeds?pz=1&cf=all&ned=en&q=%22African+swine+fever%22+OR+%22Wart-Hog+Disease%22+OR+%22Wart+Hog+Disease%22&output=rss";"unofficial"
"3c74557253";"2016-01-16";"Departamento de Capital";"-27.833330";"-64.500000";"Argentina";"South America";"Santiago del Estero Province";"86049";"A";"ADM2";"correct";"0.77875";"";"";"African swine fever";"Porcine";"'within 2 - 10 days . KCCA'";"Fever,General,Haemorrhagic,Mortality";"outbreak,disease,loss,cases";"http://news.google.com/news/url?sa=t&fd=R&ct2=us&usg=AFQjCNErzqO_xpF9PIM4r30rHWGlgLOt-A&clid=c3a7d30bb8a4878e06b80cf16b898331&ei=aYW8Vsi6ONfRa_amsnA&url=http://ugandaradionetwork.com/story/pig-farmers-seek-kcca-help-over-swine-fever-outbreak";"Uganda Radio Network";"";"https://news.google.com/news/feeds?pz=1&cf=all&ned=en&q=%22swine+fever%22+OR+%22classical+swine+fever%22&output=rss";"unofficial"
"3c74557253";"2016-01-16";"Kampala";"0.006870";"31.076891";"Uganda";"Africa";"Central Region";"74";"A";"ADM5";"correct";"0.706875";"";"";"African swine fever";"Porcine";"'within 2 - 10 days . KCCA'";"Fever,General,Haemorrhagic,Mortality";"outbreak,disease,loss,cases";"http://news.google.com/news/url?sa=t&fd=R&ct2=us&usg=AFQjCNErzqO_xpF9PIM4r30rHWGlgLOt-A&clid=c3a7d30bb8a4878e06b80cf16b898331&ei=aYW8Vsi6ONfRa_amsnA&url=http://ugandaradionetwork.com/story/pig-farmers-seek-kcca-help-over-swine-fever-outbreak";"Uganda Radio Network";"";"https://news.google.com/news/feeds?pz=1&cf=all&ned=en&q=%22swine+fever%22+OR+%22classical+swine+fever%22&output=rss";"unofficial"
"3c74557253";"2016-01-16";"Lubaga";"0.310120";"32.546162";"Uganda";"Africa";"Central Region";"37";"A";"ADM4";"correct";"0.544333";"";"";"African swine fever";"Porcine";"'within 2 - 10 days . KCCA'";"Fever,General,Haemorrhagic,Mortality";"outbreak,disease,loss,cases";"http://news.google.com/news/url?sa=t&fd=R&ct2=us&usg=AFQjCNErzqO_xpF9PIM4r30rHWGlgLOt-A&clid=c3a7d30bb8a4878e06b80cf16b898331&ei=aYW8Vsi6ONfRa_amsnA&url=http://ugandaradionetwork.com/story/pig-farmers-seek-kcca-help-over-swine-fever-outbreak";"Uganda Radio Network";"";"https://news.google.com/news/feeds?pz=1&cf=all&ned=en&q=%22swine+fever%22+OR+%22classical+swine+fever%22&output=rss";"unofficial"
"3c74557253";"2016-01-16";"Cue";"-27.226330";"118.004959";"Australia";"Oceania";"Western Australia";"52380";"A";"ADM2";"correct";"0.51";"";"";"African swine fever";"Porcine";"'within 2 - 10 days . KCCA'";"Fever,General,Haemorrhagic,Mortality";"outbreak,disease,loss,cases";"http://news.google.com/news/url?sa=t&fd=R&ct2=us&usg=AFQjCNErzqO_xpF9PIM4r30rHWGlgLOt-A&clid=c3a7d30bb8a4878e06b80cf16b898331&ei=aYW8Vsi6ONfRa_amsnA&url=http://ugandaradionetwork.com/story/pig-farmers-seek-kcca-help-over-swine-fever-outbreak";"Uganda Radio Network";"";"https://news.google.com/news/feeds?pz=1&cf=all&ned=en&q=%22swine+fever%22+OR+%22classical+swine+fever%22&output=rss";"unofficial"
"3c74557253";"2016-01-16";"Kampala Capital City";"0.315760";"32.597198";"Uganda";"Africa";"Central Region";"37";"A";"ADM3";"correct";"0.5075";"";"";"African swine fever";"Porcine";"'within 2 - 10 days . KCCA'";"Fever,General,Haemorrhagic,Mortality";"outbreak,disease,loss,cases";"http://news.google.com/news/url?sa=t&fd=R&ct2=us&usg=AFQjCNErzqO_xpF9PIM4r30rHWGlgLOt-A&clid=c3a7d30bb8a4878e06b80cf16b898331&ei=aYW8Vsi6ONfRa_amsnA&url=http://ugandaradionetwork.com/story/pig-farmers-seek-kcca-help-over-swine-fever-outbreak";"Uganda Radio Network";"";"https://news.google.com/news/feeds?pz=1&cf=all&ned=en&q=%22swine+fever%22+OR+%22classical+swine+fever%22&output=rss";"unofficial"
"3cae450b3d";"2017-03-30";"Moscow";"55.752220";"37.615559";"Russian Federation";"Europe";"Moscow";"";"P";"PPLC";"correct";"0.56875";"";"2017-03-30";"African swine fever";"Porcine";"': 30 March 2017 06:15 PM *NL*',': +44 -LRB- 0 -RRB- 2070176242 *NL*','-LRB- 0 -RRB- 2070176242 *NL* Email :','your question -LSB- 3 -RSB- . *NL*'";"Fever";"alert,disease,case,outbreaks";"http://news.google.com/news/url?sa=t&fd=R&ct2=us&usg=AFQjCNFEEqRrgWhYLF-Kq2KNfz9jVRjYVg&clid=c3a7d30bb8a4878e06b80cf16b898331&ei=Ff_dWJDBLoWoWrSYnKgK&url=https://www.agra-net.com/agra/agra-europe/meat-livestock/pigmeat/asia-on-alert-as-asf-makes-leap-to-siberia--1.htm";"AgraNet (subscription)";"";"https://news.google.com/news/feeds?pz=1&cf=all&ned=en&q=%22swine+fever%22+OR+%22classical+swine+fever%22&output=rss";"unofficial"
"3d8e496610";"2014-02-28";"Volgogradskaya Oblast’";"49.000000";"44.000000";"Russian Federation";"Europe";"Volgograd";"";"A";"ADM1";"correct";"0.679565";"";"2014-01-01";"African swine fever";"Porcine";"'the situation in 2014 . *NL* The','in January , four further outbreaks of','. `` In 2011 , the disease','in 2012 - 2013 , ASF outbreaks','to five or six new regions in'";"Fever";"outbreaks,disease,virus,spread,loss";"http://news.google.com/news/url?sa=t&fd=R&ct2=us&usg=AFQjCNFnTupA4heWkf2xLKGChT7KZDjbFA&clid=c3a7d30bb8a4878e06b80cf16b898331&cid=43982336217103&ei=bZWEV_iWFcLNzAbr9rzgBg&url=http://www.globalmeatnews.com/Industry-Markets/ASF-situation-in-Russia-continues-to-worsen";"GlobalMeatNews.com";"";"https://news.google.com/news/feeds?pz=1&cf=all&ned=en&q=%22ASF+prevalence%22+OR+%22ASF+situation%22+OR+%22ASF+spread%22+OR+%22ASFV+introduction%22+OR+%22ASFV+prevalence%22+OR+%22ASFV+spread%22&output=rss";"unofficial"
"3d8e496610";"2014-02-28";"Kaluzhskaya Oblast’";"54.500000";"35.500000";"Russian Federation";"Europe";"Kaluga";"";"A";"ADM1";"correct";"0.654565";"";"2014-01-01";"African swine fever";"Porcine";"'the situation in 2014 . *NL* The','in January , four further outbreaks of','. `` In 2011 , the disease','in 2012 - 2013 , ASF outbreaks','to five or six new regions in'";"Fever";"outbreaks,disease,virus,spread,loss";"http://news.google.com/news/url?sa=t&fd=R&ct2=us&usg=AFQjCNFnTupA4heWkf2xLKGChT7KZDjbFA&clid=c3a7d30bb8a4878e06b80cf16b898331&cid=43982336217103&ei=bZWEV_iWFcLNzAbr9rzgBg&url=http://www.globalmeatnews.com/Industry-Markets/ASF-situation-in-Russia-continues-to-worsen";"GlobalMeatNews.com";"";"https://news.google.com/news/feeds?pz=1&cf=all&ned=en&q=%22ASF+prevalence%22+OR+%22ASF+situation%22+OR+%22ASF+spread%22+OR+%22ASFV+introduction%22+OR+%22ASFV+prevalence%22+OR+%22ASFV+spread%22&output=rss";"unofficial"
"3d8e496610";"2014-02-28";"Tula";"54.196090";"37.618221";"Russian Federation";"Europe";"Tula";"";"P";"PPLA";"correct";"0.654565";"";"2014-01-01";"African swine fever";"Porcine";"'the situation in 2014 . *NL* The','in January , four further outbreaks of','. `` In 2011 , the disease','in 2012 - 2013 , ASF outbreaks','to five or six new regions in'";"Fever";"outbreaks,disease,virus,spread,loss";"http://news.google.com/news/url?sa=t&fd=R&ct2=us&usg=AFQjCNFnTupA4heWkf2xLKGChT7KZDjbFA&clid=c3a7d30bb8a4878e06b80cf16b898331&cid=43982336217103&ei=bZWEV_iWFcLNzAbr9rzgBg&url=http://www.globalmeatnews.com/Industry-Markets/ASF-situation-in-Russia-continues-to-worsen";"GlobalMeatNews.com";"";"https://news.google.com/news/feeds?pz=1&cf=all&ned=en&q=%22ASF+prevalence%22+OR+%22ASF+situation%22+OR+%22ASF+spread%22+OR+%22ASFV+introduction%22+OR+%22ASFV+prevalence%22+OR+%22ASFV+spread%22&output=rss";"unofficial"
"3d8e496610";"2014-02-28";"Bryansk";"53.252090";"34.371670";"Russian Federation";"Europe";"Brjansk";"571467";"P";"PPLA";"correct";"0.65";"";"2014-01-01";"African swine fever";"Porcine";"'the situation in 2014 . *NL* The','in January , four further outbreaks of','. `` In 2011 , the disease','in 2012 - 2013 , ASF outbreaks','to five or six new regions in'";"Fever";"outbreaks,disease,virus,spread,loss";"http://news.google.com/news/url?sa=t&fd=R&ct2=us&usg=AFQjCNFnTupA4heWkf2xLKGChT7KZDjbFA&clid=c3a7d30bb8a4878e06b80cf16b898331&cid=43982336217103&ei=bZWEV_iWFcLNzAbr9rzgBg&url=http://www.globalmeatnews.com/Industry-Markets/ASF-situation-in-Russia-continues-to-worsen";"GlobalMeatNews.com";"";"https://news.google.com/news/feeds?pz=1&cf=all&ned=en&q=%22ASF+prevalence%22+OR+%22ASF+situation%22+OR+%22ASF+spread%22+OR+%22ASFV+introduction%22+OR+%22ASFV+prevalence%22+OR+%22ASFV+spread%22&output=rss";"unofficial"
"3e24144f84";"2016-09-14";"Van";"38.494570";"43.383228";"Turkey";"Asia";"Van";"";"P";"PPLA";"correct";"0.6925";"";"";"African swine fever";"Porcine";"'actions . *NL* One notable feature of','ASF free for three years in order','standards *NL* Article 3.1 of the SPS','purposes of Article 3.1 of the SPS','that `` Article 5.7 of the SPS','under SPS Articles 5.1 , 5.2 ,','inconsistent with Article 5.3 of the SPS','breached SPS Article 5.6 and 2.2 .','Article 5.6 and 2.2 . *NL* ``'";"Fever,Mortality";"disease,case,outbreak,outbreaks,loss,spread,restriction";"http://news.google.com/news/url?sa=t&fd=R&ct2=us&usg=AFQjCNEACpCPANBuOnrj4U7AYhs57ZMdSQ&clid=c3a7d30bb8a4878e06b80cf16b898331&ei=-kHaV7DmLIzvWKC0gZAM&url=http://www.lexology.com/library/detail.aspx?g%3D527079b9-582a-451b-ae0a-982f268988c7";"Lexology (registration)";"";"https://news.google.com/news/feeds?pz=1&cf=all&ned=en&q=%22African+swine+fever%22+OR+%22DNA+arbovirus+in+pigs%22&output=rss";"unofficial"
"3e4257bee8";"2016-08-09";"Sheffield";"53.416670";"-1.500000";"United Kingdom";"Europe";"England";"L9";"A";"ADM2";"correct";"0.565";"";"2016-08-01";"African swine fever";"Porcine";"'. *NL* The five provinces hardest hit','outbreaks . Just one farm was affected','team . In 2012 , she was'";"Fever";"disease,outbreaks";"http://news.google.com/news/url?sa=t&fd=R&ct2=us&usg=AFQjCNH4GakAa3s3yKMiSIrxdX8uvebUUQ&clid=c3a7d30bb8a4878e06b80cf16b898331&ei=aM2qV_39OauQzAaByoagAg&url=http://www.thepigsite.com/swinenews/42204/weekly-overview-new-project-helping-pig-producers-go-antibiotic-free";"ThePigSite.com";"";"https://news.google.com/news/feeds?pz=1&cf=all&ned=en&q=%22African+swine+fever%22+OR+%22DNA+arbovirus+in+pigs%22&output=rss";"unofficial"
"3e4257bee8";"2016-08-09";"Our";"47.130560";"5.650560";"France";"Europe";"A6";"39";"A";"ADM4";"correct";"0.535";"";"2016-08-01";"African swine fever";"Porcine";"'. *NL* The five provinces hardest hit','outbreaks . Just one farm was affected','team . In 2012 , she was'";"Fever";"disease,outbreaks";"http://news.google.com/news/url?sa=t&fd=R&ct2=us&usg=AFQjCNH4GakAa3s3yKMiSIrxdX8uvebUUQ&clid=c3a7d30bb8a4878e06b80cf16b898331&ei=aM2qV_39OauQzAaByoagAg&url=http://www.thepigsite.com/swinenews/42204/weekly-overview-new-project-helping-pig-producers-go-antibiotic-free";"ThePigSite.com";"";"https://news.google.com/news/feeds?pz=1&cf=all&ned=en&q=%22African+swine+fever%22+OR+%22DNA+arbovirus+in+pigs%22&output=rss";"unofficial"
"3f1a63449a";"2017-03-29";"Lāpā";"28.184240";"84.986954";"Nepal";"Asia";"00";"";"A";"ADMD";"correct";"0.862381";"";"2017-03-01";"African swine fever";"Porcine";"'2016 there were 91 outbreaks of ASF','every year with 40 outbreaks reported in','outbreaks reported in 2015 and only 16','2015 and only 16 in 2014 ,','had to cull 3,000 pigs at farms','hryvnia -LRB- US$ 2.05 million -RRB- in','million -RRB- in 2016 . *NL* Although','outbreaks compared to 2016 to 250 cases','to 2016 to 250 cases in total','million pigs by 2020 due to ASF'";"Fever,Mortality";"outbreaks,identification,virus,contamination,spread,cases,outbreak,case";"http://news.google.com/news/url?sa=t&fd=R&ct2=us&usg=AFQjCNE10fwYlWEVw2jfpt7xJlOsq6amdQ&clid=c3a7d30bb8a4878e06b80cf16b898331&cid=52779442335256&ei=va3cWPCDOMqQWvmMt7gN&url=http://www.pigprogress.net/Health/Articles/2017/3/Ukraine-sees-spike-in-number-of-ASF-outbreaks-112816E/";"Pig Progress (registration) (blog)";"";"https://news.google.com/news/feeds?pz=1&cf=all&ned=en&q=%22swine+fever%22+OR+%22classical+swine+fever%22&output=rss";"unofficial"
"3f1a63449a";"2017-03-29";"Lapa";"28.229900";"85.036903";"Nepal";"Asia";"Central Region";"01";"A";"ADM4";"correct";"0.794167";"";"2017-03-01";"African swine fever";"Porcine";"'2016 there were 91 outbreaks of ASF','every year with 40 outbreaks reported in','outbreaks reported in 2015 and only 16','2015 and only 16 in 2014 ,','had to cull 3,000 pigs at farms','hryvnia -LRB- US$ 2.05 million -RRB- in','million -RRB- in 2016 . *NL* Although','outbreaks compared to 2016 to 250 cases','to 2016 to 250 cases in total','million pigs by 2020 due to ASF'";"Fever,Mortality";"outbreaks,identification,virus,contamination,spread,cases,outbreak,case";"http://news.google.com/news/url?sa=t&fd=R&ct2=us&usg=AFQjCNE10fwYlWEVw2jfpt7xJlOsq6amdQ&clid=c3a7d30bb8a4878e06b80cf16b898331&cid=52779442335256&ei=va3cWPCDOMqQWvmMt7gN&url=http://www.pigprogress.net/Health/Articles/2017/3/Ukraine-sees-spike-in-number-of-ASF-outbreaks-112816E/";"Pig Progress (registration) (blog)";"";"https://news.google.com/news/feeds?pz=1&cf=all&ned=en&q=%22swine+fever%22+OR+%22classical+swine+fever%22&output=rss";"unofficial"
"3f1a63449a";"2017-03-29";"Kiev";"50.454660";"30.523800";"Ukraine";"Europe";"Kyiv City";"";"P";"PPLC";"correct";"0.63625";"";"2017-03-01";"African swine fever";"Porcine";"'2016 there were 91 outbreaks of ASF','every year with 40 outbreaks reported in','outbreaks reported in 2015 and only 16','2015 and only 16 in 2014 ,','had to cull 3,000 pigs at farms','hryvnia -LRB- US$ 2.05 million -RRB- in','million -RRB- in 2016 . *NL* Although','outbreaks compared to 2016 to 250 cases','to 2016 to 250 cases in total','million pigs by 2020 due to ASF'";"Fever,Mortality";"outbreaks,identification,virus,contamination,spread,cases,outbreak,case";"http://news.google.com/news/url?sa=t&fd=R&ct2=us&usg=AFQjCNE10fwYlWEVw2jfpt7xJlOsq6amdQ&clid=c3a7d30bb8a4878e06b80cf16b898331&cid=52779442335256&ei=va3cWPCDOMqQWvmMt7gN&url=http://www.pigprogress.net/Health/Articles/2017/3/Ukraine-sees-spike-in-number-of-ASF-outbreaks-112816E/";"Pig Progress (registration) (blog)";"";"https://news.google.com/news/feeds?pz=1&cf=all&ned=en&q=%22swine+fever%22+OR+%22classical+swine+fever%22&output=rss";"unofficial"
"40b673d8cd";"2016-08-19";"Van";"38.494570";"43.383228";"Turkey";"Asia";"Van";"";"P";"PPLA";"correct";"0.815";"";"2016-08-19";"African swine fever";"Porcine";"'Friday 19 August 2016 , it said'";"Fever";"outbreaks,case,cases,disease,detection,outbreak";"http://news.google.com/news/url?sa=t&fd=R&ct2=us&usg=AFQjCNGMMvuIDKUyfnr9XXqP0cDvpfxlEQ&clid=c3a7d30bb8a4878e06b80cf16b898331&cid=52779185375758&ei=5OTcV_CBD42OWMrkg4gB&url=http://www.globalmeatnews.com/Industry-Markets/WTO-verdict-on-EU-pork-ban-welcomed-by-EC";"GlobalMeatNews.com";"";"https://news.google.com/news/feeds?pz=1&cf=all&ned=en&q=%22African+swine+fever%22+OR+%22DNA+arbovirus+in+pigs%22&output=rss";"unofficial"
"42f3478f8a";"2016-06-09";"China";"25.512240";"-99.004570";"Mexico";"North America";"Nuevo León";"013";"A";"ADM2";"correct";"0.8";"";"2016-06-09";"African swine fever";"Avian";"";"Fever";"spread,virus,disease";"http://news.google.com/news/url?sa=t&fd=R&ct2=us&usg=AFQjCNFkqmGgFPIqDdFJ5zPuhkp1PNVSsg&clid=c3a7d30bb8a4878e06b80cf16b898331&ei=VmZaV_iwNoyKzAa51L2oDQ&url=https://in.rbth.com/news/2016/06/09/almost-all-restrictions-lifted-on-russian-poultry-supplies-to-china_601715";"Russia and India Report";"";"https://news.google.com/news/feeds?pz=1&cf=all&ned=en&q=%22African+swine+fever%22+OR+%22Wart-Hog+Disease%22+OR+%22Wart+Hog+Disease%22&output=rss";"unofficial"
"439cf2c902";"2016-02-11";"Aulnay";"46.020600";"-0.345700";"France";"Europe";"B7";"17";"A";"ADM4";"correct";"0.73";"";"2016-05-01";"African swine fever";"Bovine,Ovine/caprine,Porcine";"'animals could leave millions hungry *NL* A','environmental degradation . One of the most','\; pigs -LSB- 8 -RSB- resistant to','diarrhoea in a million children per year'";"Fever,Mortality";"disease";"http://news.google.com/news/url?sa=t&fd=R&ct2=us&usg=AFQjCNHyMEtkjGbOqg86_FGyxJAxN-AV2w&clid=c3a7d30bb8a4878e06b80cf16b898331&ei=G4-8VoT3Atvba9iJgugI&url=http://phys.org/news/2016-02-opposition-genetically-animals-millions-hungry.html";"Phys.Org";"";"https://news.google.com/news/feeds?pz=1&cf=all&ned=en&q=%22African+swine+fever%22+OR+%22Wart-Hog+Disease%22+OR+%22Wart+Hog+Disease%22&output=rss";"unofficial"
"439cf2c902";"2016-02-11";"This";"49.749170";"4.608890";"France";"Europe";"A4";"08";"A";"ADM4";"correct";"0.72";"";"2016-05-01";"African swine fever";"Bovine,Ovine/caprine,Porcine";"'animals could leave millions hungry *NL* A','environmental degradation . One of the most','\; pigs -LSB- 8 -RSB- resistant to','diarrhoea in a million children per year'";"Fever,Mortality";"disease";"http://news.google.com/news/url?sa=t&fd=R&ct2=us&usg=AFQjCNHyMEtkjGbOqg86_FGyxJAxN-AV2w&clid=c3a7d30bb8a4878e06b80cf16b898331&ei=G4-8VoT3Atvba9iJgugI&url=http://phys.org/news/2016-02-opposition-genetically-animals-millions-hungry.html";"Phys.Org";"";"https://news.google.com/news/feeds?pz=1&cf=all&ned=en&q=%22African+swine+fever%22+OR+%22Wart-Hog+Disease%22+OR+%22Wart+Hog+Disease%22&output=rss";"unofficial"
"4289987409";"2016-08-31";"Lucy";"48.941670";"6.470000";"France";"Europe";"B2";"57";"A";"ADM4";"correct";"0.67";"";"2016-08-01";"African swine fever,Foot-and-mouth disease";"Bovine,Porcine";"'of it before 2018 . \'\' *NL*','Mouth Disease -LSB- 3 -RSB- -LRB- FMD','team . In 2012 , she was'";"Fever";"spread,outbreaks,disease,virus,case";"http://news.google.com/news/url?sa=t&fd=R&ct2=us&usg=AFQjCNGvpN2SKcEZWdwxjH3stRykyOUODQ&clid=c3a7d30bb8a4878e06b80cf16b898331&ei=FNDHV7mCB9nPzAai_IF4&url=http://www.thepigsite.com/swinenews/42305/weekly-overview-wto-rules-against-russias-embargo-on-eu-pigs-pork";"ThePigSite.com";"";"https://news.google.com/news/feeds?pz=1&cf=all&ned=en&q=%22acute+ASF%22+OR+%22ASF+diffusion%22+OR+%22ASF+eradication%22+OR+%22ASF+incursion%22+OR+%22ASF+infection%22+OR+%22ASF+outbreak%22+OR+%22ASF+outbreaks%22+OR+%22ASF+persistence%22&output=rss";"unofficial"
"4289987409";"2016-08-31";"Pirbright";"51.292600";"-0.659550";"United Kingdom";"Europe";"England";"N7";"A";"ADM4";"correct";"0.52";"";"2016-08-01";"African swine fever,Foot-and-mouth disease";"Bovine,Porcine";"'of it before 2018 . \'\' *NL*','Mouth Disease -LSB- 3 -RSB- -LRB- FMD','team . In 2012 , she was'";"Fever";"spread,outbreaks,disease,virus,case";"http://news.google.com/news/url?sa=t&fd=R&ct2=us&usg=AFQjCNGvpN2SKcEZWdwxjH3stRykyOUODQ&clid=c3a7d30bb8a4878e06b80cf16b898331&ei=FNDHV7mCB9nPzAai_IF4&url=http://www.thepigsite.com/swinenews/42305/weekly-overview-wto-rules-against-russias-embargo-on-eu-pigs-pork";"ThePigSite.com";"";"https://news.google.com/news/feeds?pz=1&cf=all&ned=en&q=%22acute+ASF%22+OR+%22ASF+diffusion%22+OR+%22ASF+eradication%22+OR+%22ASF+incursion%22+OR+%22ASF+infection%22+OR+%22ASF+outbreak%22+OR+%22ASF+outbreaks%22+OR+%22ASF+persistence%22&output=rss";"unofficial"
"414feb20de";"2016-11-24";"Krasnodar";"45.044840";"38.976028";"Russian Federation";"Europe";"Krasnodarskiy";"";"P";"PPLA";"correct";"0.934667";"";"2016-11-24,2016-11-18,2016-11-01";"African swine fever";"Porcine";"'Thursday , November 24 , 2016 8:38'";"Fever";"outbreaks";"http://news.google.com/news/url?sa=t&fd=R&ct2=us&usg=AFQjCNHI-ApeDKOoio0wjVU-AnrkKiMkiQ&clid=c3a7d30bb8a4878e06b80cf16b898331&cid=52779282112434&ei=Zzw5WIDMOtaeWqKng4AF&url=http://kfgo.com/news/articles/2016/nov/24/russia-warns-of-possible-quarantine-if-asf-spreads-in-its-south/";"KFGO";"";"https://news.google.com/news/feeds?pz=1&cf=all&ned=en&q=%22acute+ASF%22+OR+%22ASF+diffusion%22+OR+%22ASF+eradication%22+OR+%22ASF+incursion%22+OR+%22ASF+infection%22+OR+%22ASF+outbreak%22+OR+%22ASF+outbreaks%22+OR+%22ASF+persistence%22&output=rss";"unofficial"
"414feb20de";"2016-11-24";"DeWitt County";"29.082080";"-97.356781";"United States";"North America";"Texas";"123";"A";"ADM2";"correct";"0.595";"";"2016-11-24,2016-11-18,2016-11-01";"African swine fever";"Porcine";"'Thursday , November 24 , 2016 8:38'";"Fever";"outbreaks";"http://news.google.com/news/url?sa=t&fd=R&ct2=us&usg=AFQjCNHI-ApeDKOoio0wjVU-AnrkKiMkiQ&clid=c3a7d30bb8a4878e06b80cf16b898331&cid=52779282112434&ei=Zzw5WIDMOtaeWqKng4AF&url=http://kfgo.com/news/articles/2016/nov/24/russia-warns-of-possible-quarantine-if-asf-spreads-in-its-south/";"KFGO";"";"https://news.google.com/news/feeds?pz=1&cf=all&ned=en&q=%22acute+ASF%22+OR+%22ASF+diffusion%22+OR+%22ASF+eradication%22+OR+%22ASF+incursion%22+OR+%22ASF+infection%22+OR+%22ASF+outbreak%22+OR+%22ASF+outbreaks%22+OR+%22ASF+persistence%22&output=rss";"unofficial"
"414feb20de";"2016-11-24";"Swine";"53.816780";"-0.287960";"United Kingdom";"Europe";"England";"E1";"A";"ADM3";"correct";"0.585";"";"2016-11-24,2016-11-18,2016-11-01";"African swine fever";"Porcine";"'Thursday , November 24 , 2016 8:38'";"Fever";"outbreaks";"http://news.google.com/news/url?sa=t&fd=R&ct2=us&usg=AFQjCNHI-ApeDKOoio0wjVU-AnrkKiMkiQ&clid=c3a7d30bb8a4878e06b80cf16b898331&cid=52779282112434&ei=Zzw5WIDMOtaeWqKng4AF&url=http://kfgo.com/news/articles/2016/nov/24/russia-warns-of-possible-quarantine-if-asf-spreads-in-its-south/";"KFGO";"";"https://news.google.com/news/feeds?pz=1&cf=all&ned=en&q=%22acute+ASF%22+OR+%22ASF+diffusion%22+OR+%22ASF+eradication%22+OR+%22ASF+incursion%22+OR+%22ASF+infection%22+OR+%22ASF+outbreak%22+OR+%22ASF+outbreaks%22+OR+%22ASF+persistence%22&output=rss";"unofficial"
"414feb20de";"2016-11-24";"Gregg County";"32.480470";"-94.816948";"United States";"North America";"Texas";"183";"A";"ADM2";"correct";"0.545";"";"2016-11-24,2016-11-18,2016-11-01";"African swine fever";"Porcine";"'Thursday , November 24 , 2016 8:38'";"Fever";"outbreaks";"http://news.google.com/news/url?sa=t&fd=R&ct2=us&usg=AFQjCNHI-ApeDKOoio0wjVU-AnrkKiMkiQ&clid=c3a7d30bb8a4878e06b80cf16b898331&cid=52779282112434&ei=Zzw5WIDMOtaeWqKng4AF&url=http://kfgo.com/news/articles/2016/nov/24/russia-warns-of-possible-quarantine-if-asf-spreads-in-its-south/";"KFGO";"";"https://news.google.com/news/feeds?pz=1&cf=all&ned=en&q=%22acute+ASF%22+OR+%22ASF+diffusion%22+OR+%22ASF+eradication%22+OR+%22ASF+incursion%22+OR+%22ASF+infection%22+OR+%22ASF+outbreak%22+OR+%22ASF+outbreaks%22+OR+%22ASF+persistence%22&output=rss";"unofficial"
"4198a3e4d0";"2016-05-26";"Sums’ka Oblast’";"51.000000";"34.000000";"Ukraine";"Europe";"Sumy";"";"A";"ADM1";"correct";"0.99";"";"2016-05-26,2016-05-25";"African swine fever";"Porcine";"'*NL* 2016 - 05 -26 T12 :34','*NL* 12:34 *NL* 26.05.2016 *NL* Cases of','been recorded in two private households in','*NL* Since early 2016 , nine ASF','regions . *NL* Six ASF cases were','Sumy region in 2015 . *NL* The'";"Fever,Mortality";"cases,virus";"http://news.google.com/news/url?sa=t&fd=R&ct2=us&usg=AFQjCNHF5y6c98He4_2wlJvGbwxg8Ujliw&clid=c3a7d30bb8a4878e06b80cf16b898331&ei=9e9HV-DWLIaJzAaKkqPQCA&url=http://en.interfax.com.ua/news/economic/345900.html";"Interfax";"";"https://news.google.com/news/feeds?pz=1&cf=all&ned=en&q=%22swine+fever%22+OR+%22classical+swine+fever%22&output=rss";"unofficial"
"4198a3e4d0";"2016-05-26";"Sumy";"50.921600";"34.800289";"Ukraine";"Europe";"Sumy";"";"P";"PPLA";"correct";"0.98";"";"2016-05-26,2016-05-25";"African swine fever";"Porcine";"'*NL* 2016 - 05 -26 T12 :34','*NL* 12:34 *NL* 26.05.2016 *NL* Cases of','been recorded in two private households in','*NL* Since early 2016 , nine ASF','regions . *NL* Six ASF cases were','Sumy region in 2015 . *NL* The'";"Fever,Mortality";"cases,virus";"http://news.google.com/news/url?sa=t&fd=R&ct2=us&usg=AFQjCNHF5y6c98He4_2wlJvGbwxg8Ujliw&clid=c3a7d30bb8a4878e06b80cf16b898331&ei=9e9HV-DWLIaJzAaKkqPQCA&url=http://en.interfax.com.ua/news/economic/345900.html";"Interfax";"";"https://news.google.com/news/feeds?pz=1&cf=all&ned=en&q=%22swine+fever%22+OR+%22classical+swine+fever%22&output=rss";"unofficial"
